Typology,Code Disease,Preferred term,Prevalence Type,Prevalence Value
Disease,731,Autosomal recessive polycystic kidney disease,Prevalence at birth,N/A
Disease,731,Autosomal recessive polycystic kidney disease,Point prevalence,N/A
Malformation syndrome,138,CHARGE syndrome,Prevalence at birth,N/A
Malformation syndrome,138,CHARGE syndrome,Prevalence at birth,N/A
Malformation syndrome,138,CHARGE syndrome,Point prevalence,N/A
Malformation syndrome,138,CHARGE syndrome,Point prevalence,N/A
Disease,558,Marfan syndrome,Annual incidence,N/A
Disease,558,Marfan syndrome,Point prevalence,N/A
Disease,558,Marfan syndrome,Point prevalence,N/A
Disease,558,Marfan syndrome,Prevalence at birth,N/A
Disease,558,Marfan syndrome,Point prevalence,N/A
Disease,558,Marfan syndrome,Point prevalence,N/A
Disease,165805,Familial mesial temporal lobe epilepsy with febrile seizures,Cases/families,N/A
Disease,165805,Familial mesial temporal lobe epilepsy with febrile seizures,Point prevalence,N/A
Disease,803,Amyotrophic lateral sclerosis,Annual incidence,N/A
Disease,803,Amyotrophic lateral sclerosis,Point prevalence,N/A
Disease,803,Amyotrophic lateral sclerosis,Point prevalence,N/A
Disease,803,Amyotrophic lateral sclerosis,Annual incidence,N/A
Disease,803,Amyotrophic lateral sclerosis,Annual incidence,N/A
Disease,803,Amyotrophic lateral sclerosis,Point prevalence,N/A
Disease,803,Amyotrophic lateral sclerosis,Annual incidence,N/A
Disease,803,Amyotrophic lateral sclerosis,Point prevalence,N/A
Disease,803,Amyotrophic lateral sclerosis,Annual incidence,N/A
Disease,803,Amyotrophic lateral sclerosis,Point prevalence,N/A
Disease,803,Amyotrophic lateral sclerosis,Annual incidence,N/A
Disease,803,Amyotrophic lateral sclerosis,Point prevalence,N/A
Disease,803,Amyotrophic lateral sclerosis,Annual incidence,N/A
Disease,803,Amyotrophic lateral sclerosis,Annual incidence,N/A
Disease,803,Amyotrophic lateral sclerosis,Point prevalence,N/A
Disease,803,Amyotrophic lateral sclerosis,Annual incidence,N/A
Disease,803,Amyotrophic lateral sclerosis,Point prevalence,N/A
Disease,803,Amyotrophic lateral sclerosis,Annual incidence,N/A
Disease,803,Amyotrophic lateral sclerosis,Point prevalence,N/A
Disease,803,Amyotrophic lateral sclerosis,Annual incidence,N/A
Disease,803,Amyotrophic lateral sclerosis,Annual incidence,N/A
Disease,803,Amyotrophic lateral sclerosis,Point prevalence,N/A
Disease,803,Amyotrophic lateral sclerosis,Annual incidence,N/A
Disease,803,Amyotrophic lateral sclerosis,Point prevalence,N/A
Disease,803,Amyotrophic lateral sclerosis,Annual incidence,N/A
Disease,803,Amyotrophic lateral sclerosis,Point prevalence,N/A
Disease,803,Amyotrophic lateral sclerosis,Annual incidence,N/A
Disease,803,Amyotrophic lateral sclerosis,Annual incidence,N/A
Disease,803,Amyotrophic lateral sclerosis,Point prevalence,N/A
Disease,803,Amyotrophic lateral sclerosis,Annual incidence,N/A
Disease,803,Amyotrophic lateral sclerosis,Point prevalence,N/A
Disease,803,Amyotrophic lateral sclerosis,Annual incidence,N/A
Disease,803,Amyotrophic lateral sclerosis,Point prevalence,N/A
Disease,100,Ataxia-telangiectasia,Prevalence at birth,N/A
Disease,100,Ataxia-telangiectasia,Point prevalence,N/A
Disease,100,Ataxia-telangiectasia,Prevalence at birth,N/A
Disease,100,Ataxia-telangiectasia,Point prevalence,N/A
Disease,100,Ataxia-telangiectasia,Point prevalence,N/A
Disease,100,Ataxia-telangiectasia,Point prevalence,N/A
Disease,100,Ataxia-telangiectasia,Point prevalence,N/A
Disease,100,Ataxia-telangiectasia,Point prevalence,N/A
Disease,733,Familial adenomatous polyposis,Point prevalence,N/A
Disease,733,Familial adenomatous polyposis,Point prevalence,N/A
Disease,733,Familial adenomatous polyposis,Annual incidence,N/A
Disease,733,Familial adenomatous polyposis,Point prevalence,N/A
Disease,733,Familial adenomatous polyposis,Annual incidence,N/A
Disease,733,Familial adenomatous polyposis,Point prevalence,N/A
Disease,733,Familial adenomatous polyposis,Annual incidence,N/A
Disease,733,Familial adenomatous polyposis,Point prevalence,N/A
Disease,733,Familial adenomatous polyposis,Prevalence at birth,N/A
Disease,733,Familial adenomatous polyposis,Point prevalence,N/A
Disease,733,Familial adenomatous polyposis,Annual incidence,N/A
Disease,733,Familial adenomatous polyposis,Point prevalence,N/A
Disease,399,Huntington disease,Point prevalence,N/A
Disease,399,Huntington disease,Annual incidence,N/A
Disease,399,Huntington disease,Point prevalence,N/A
Disease,399,Huntington disease,Point prevalence,N/A
Disease,399,Huntington disease,Point prevalence,N/A
Disease,399,Huntington disease,Annual incidence,N/A
Disease,399,Huntington disease,Point prevalence,N/A
Disease,399,Huntington disease,Annual incidence,N/A
Disease,399,Huntington disease,Point prevalence,N/A
Disease,399,Huntington disease,Annual incidence,N/A
Disease,399,Huntington disease,Annual incidence,N/A
Disease,399,Huntington disease,Point prevalence,N/A
Disease,399,Huntington disease,Point prevalence,N/A
Disease,399,Huntington disease,Annual incidence,N/A
Disease,399,Huntington disease,Point prevalence,N/A
Disease,399,Huntington disease,Annual incidence,N/A
Disease,399,Huntington disease,Point prevalence,N/A
Disease,399,Huntington disease,Point prevalence,N/A
Disease,399,Huntington disease,Annual incidence,N/A
Disease,399,Huntington disease,Point prevalence,N/A
Disease,399,Huntington disease,Annual incidence,N/A
Disease,399,Huntington disease,Point prevalence,N/A
Disease,399,Huntington disease,Point prevalence,N/A
Disease,399,Huntington disease,Point prevalence,N/A
Disease,399,Huntington disease,Annual incidence,N/A
Disease,399,Huntington disease,Point prevalence,N/A
Disease,399,Huntington disease,Point prevalence,N/A
Disease,399,Huntington disease,Point prevalence,N/A
Disease,399,Huntington disease,Annual incidence,N/A
Disease,399,Huntington disease,Point prevalence,N/A
Disease,399,Huntington disease,Point prevalence,N/A
Disease,399,Huntington disease,Annual incidence,N/A
Disease,501,Lafora disease,Point prevalence,N/A
Disease,501,Lafora disease,Point prevalence,N/A
Disease,501,Lafora disease,Cases/families,N/A
Disease,501,Lafora disease,Point prevalence,N/A
Malformation syndrome,870,Down syndrome,Prevalence at birth,N/A
Malformation syndrome,870,Down syndrome,Point prevalence,N/A
Malformation syndrome,870,Down syndrome,Prevalence at birth,N/A
Malformation syndrome,870,Down syndrome,Point prevalence,N/A
Malformation syndrome,870,Down syndrome,Prevalence at birth,N/A
Malformation syndrome,870,Down syndrome,Prevalence at birth,N/A
Malformation syndrome,870,Down syndrome,Prevalence at birth,N/A
Malformation syndrome,870,Down syndrome,Prevalence at birth,N/A
Malformation syndrome,870,Down syndrome,Prevalence at birth,N/A
Malformation syndrome,870,Down syndrome,Prevalence at birth,N/A
Malformation syndrome,870,Down syndrome,Prevalence at birth,N/A
Malformation syndrome,870,Down syndrome,Prevalence at birth,N/A
Malformation syndrome,870,Down syndrome,Prevalence at birth,N/A
Malformation syndrome,870,Down syndrome,Prevalence at birth,N/A
Malformation syndrome,870,Down syndrome,Prevalence at birth,N/A
Malformation syndrome,870,Down syndrome,Prevalence at birth,N/A
Malformation syndrome,870,Down syndrome,Prevalence at birth,N/A
Malformation syndrome,870,Down syndrome,Prevalence at birth,N/A
Malformation syndrome,870,Down syndrome,Prevalence at birth,N/A
Malformation syndrome,870,Down syndrome,Prevalence at birth,N/A
Malformation syndrome,870,Down syndrome,Prevalence at birth,N/A
Malformation syndrome,870,Down syndrome,Point prevalence,N/A
Malformation syndrome,870,Down syndrome,Prevalence at birth,N/A
Malformation syndrome,870,Down syndrome,Prevalence at birth,N/A
Disease,512,Metachromatic leukodystrophy,Prevalence at birth,N/A
Disease,512,Metachromatic leukodystrophy,Point prevalence,N/A
Disease,512,Metachromatic leukodystrophy,Prevalence at birth,N/A
Disease,512,Metachromatic leukodystrophy,Prevalence at birth,N/A
Disease,512,Metachromatic leukodystrophy,Prevalence at birth,N/A
Disease,512,Metachromatic leukodystrophy,Prevalence at birth,N/A
Disease,512,Metachromatic leukodystrophy,Prevalence at birth,N/A
Disease,512,Metachromatic leukodystrophy,Prevalence at birth,N/A
Disease,512,Metachromatic leukodystrophy,Prevalence at birth,N/A
Disease,512,Metachromatic leukodystrophy,Prevalence at birth,N/A
Disease,512,Metachromatic leukodystrophy,Prevalence at birth,N/A
Disease,512,Metachromatic leukodystrophy,Prevalence at birth,N/A
Malformation syndrome,567,22q11.2 deletion syndrome,Prevalence at birth,N/A
Malformation syndrome,567,22q11.2 deletion syndrome,Prevalence at birth,N/A
Malformation syndrome,567,22q11.2 deletion syndrome,Prevalence at birth,N/A
Malformation syndrome,567,22q11.2 deletion syndrome,Prevalence at birth,N/A
Malformation syndrome,567,22q11.2 deletion syndrome,Point prevalence,N/A
Malformation syndrome,567,22q11.2 deletion syndrome,Point prevalence,N/A
Disease,166016,"Multiple epiphyseal dysplasia, Lowry type",Cases/families,N/A
Disease,166016,"Multiple epiphyseal dysplasia, Lowry type",Point prevalence,N/A
Disease,232,Sickle cell anemia,Prevalence at birth,N/A
Disease,232,Sickle cell anemia,Prevalence at birth,N/A
Disease,232,Sickle cell anemia,Point prevalence,N/A
Disease,232,Sickle cell anemia,Prevalence at birth,N/A
Disease,232,Sickle cell anemia,Prevalence at birth,N/A
Disease,232,Sickle cell anemia,Point prevalence,N/A
Disease,232,Sickle cell anemia,Prevalence at birth,N/A
Disease,232,Sickle cell anemia,Prevalence at birth,N/A
Disease,232,Sickle cell anemia,Prevalence at birth,N/A
Disease,232,Sickle cell anemia,Prevalence at birth,N/A
Disease,232,Sickle cell anemia,Prevalence at birth,N/A
Disease,232,Sickle cell anemia,Annual incidence,N/A
Disease,536,Systemic lupus erythematosus,Point prevalence,N/A
Disease,536,Systemic lupus erythematosus,Point prevalence,N/A
Disease,536,Systemic lupus erythematosus,Point prevalence,N/A
Disease,536,Systemic lupus erythematosus,Point prevalence,N/A
Disease,536,Systemic lupus erythematosus,Point prevalence,N/A
Disease,536,Systemic lupus erythematosus,Point prevalence,N/A
Disease,536,Systemic lupus erythematosus,Point prevalence,N/A
Disease,536,Systemic lupus erythematosus,Point prevalence,N/A
Disease,536,Systemic lupus erythematosus,Annual incidence,N/A
Disease,536,Systemic lupus erythematosus,Point prevalence,N/A
Disease,536,Systemic lupus erythematosus,Annual incidence,N/A
Malformation syndrome,534,Oculocerebrorenal syndrome of Lowe,Point prevalence,N/A
Malformation syndrome,534,Oculocerebrorenal syndrome of Lowe,Point prevalence,N/A
Malformation syndrome,534,Oculocerebrorenal syndrome of Lowe,Point prevalence,N/A
Disease,790,Retinoblastoma,Annual incidence,N/A
Disease,790,Retinoblastoma,Prevalence at birth,N/A
Disease,790,Retinoblastoma,Prevalence at birth,N/A
Disease,790,Retinoblastoma,Lifetime Prevalence,N/A
Disease,790,Retinoblastoma,Prevalence at birth,N/A
Disease,790,Retinoblastoma,Prevalence at birth,N/A
Disease,790,Retinoblastoma,Point prevalence,N/A
Disease,790,Retinoblastoma,Annual incidence,N/A
Disease,790,Retinoblastoma,Annual incidence,N/A
Disease,790,Retinoblastoma,Annual incidence,N/A
Disease,790,Retinoblastoma,Annual incidence,N/A
Disease,790,Retinoblastoma,Annual incidence,N/A
Disease,790,Retinoblastoma,Annual incidence,N/A
Disease,790,Retinoblastoma,Annual incidence,N/A
Disease,790,Retinoblastoma,Annual incidence,N/A
Disease,790,Retinoblastoma,Annual incidence,N/A
Disease,790,Retinoblastoma,Annual incidence,N/A
Disease,790,Retinoblastoma,Annual incidence,N/A
Disease,790,Retinoblastoma,Annual incidence,N/A
Disease,790,Retinoblastoma,Annual incidence,N/A
Disease,790,Retinoblastoma,Annual incidence,N/A
Disease,790,Retinoblastoma,Annual incidence,N/A
Disease,790,Retinoblastoma,Annual incidence,N/A
Disease,790,Retinoblastoma,Annual incidence,N/A
Disease,790,Retinoblastoma,Annual incidence,N/A
Disease,790,Retinoblastoma,Annual incidence,N/A
Disease,790,Retinoblastoma,Annual incidence,N/A
Disease,790,Retinoblastoma,Annual incidence,N/A
Disease,790,Retinoblastoma,Annual incidence,N/A
Disease,652,Multiple endocrine neoplasia type 1,Point prevalence,N/A
Malformation syndrome,908,Fragile X syndrome,Point prevalence,N/A
Malformation syndrome,908,Fragile X syndrome,Point prevalence,N/A
Malformation syndrome,908,Fragile X syndrome,Prevalence at birth,N/A
Malformation syndrome,908,Fragile X syndrome,Prevalence at birth,N/A
Malformation syndrome,908,Fragile X syndrome,Prevalence at birth,N/A
Malformation syndrome,908,Fragile X syndrome,Prevalence at birth,N/A
Malformation syndrome,908,Fragile X syndrome,Prevalence at birth,N/A
Disease,3099,Rheumatic fever,Annual incidence,N/A
Disease,3099,Rheumatic fever,Annual incidence,N/A
Disease,3099,Rheumatic fever,Annual incidence,N/A
Disease,3099,Rheumatic fever,Annual incidence,N/A
Disease,3099,Rheumatic fever,Annual incidence,N/A
Disease,3099,Rheumatic fever,Annual incidence,N/A
Disease,3099,Rheumatic fever,Annual incidence,N/A
Disease,3099,Rheumatic fever,Annual incidence,N/A
Disease,3099,Rheumatic fever,Point prevalence,N/A
Disease,739,Prader-Willi syndrome,Prevalence at birth,N/A
Disease,739,Prader-Willi syndrome,Point prevalence,N/A
Disease,739,Prader-Willi syndrome,Prevalence at birth,N/A
Disease,739,Prader-Willi syndrome,Point prevalence,N/A
Disease,739,Prader-Willi syndrome,Prevalence at birth,N/A
Disease,739,Prader-Willi syndrome,Point prevalence,N/A
Disease,739,Prader-Willi syndrome,Prevalence at birth,N/A
Disease,739,Prader-Willi syndrome,Point prevalence,N/A
Disease,739,Prader-Willi syndrome,Prevalence at birth,N/A
Disease,739,Prader-Willi syndrome,Point prevalence,N/A
Disease,739,Prader-Willi syndrome,Prevalence at birth,N/A
Disease,739,Prader-Willi syndrome,Point prevalence,N/A
Disease,739,Prader-Willi syndrome,Prevalence at birth,N/A
Disease,739,Prader-Willi syndrome,Point prevalence,N/A
Disease,739,Prader-Willi syndrome,Prevalence at birth,N/A
Disease,739,Prader-Willi syndrome,Point prevalence,N/A
Clinical subtype,47,X-linked agammaglobulinemia,Point prevalence,N/A
Clinical subtype,47,X-linked agammaglobulinemia,Point prevalence,N/A
Clinical subtype,47,X-linked agammaglobulinemia,Point prevalence,N/A
Clinical subtype,47,X-linked agammaglobulinemia,Point prevalence,N/A
Clinical subtype,47,X-linked agammaglobulinemia,Point prevalence,N/A
Clinical subtype,47,X-linked agammaglobulinemia,Point prevalence,N/A
Clinical subtype,47,X-linked agammaglobulinemia,Point prevalence,N/A
Clinical subtype,47,X-linked agammaglobulinemia,Point prevalence,N/A
Clinical subtype,47,X-linked agammaglobulinemia,Point prevalence,N/A
Clinical subtype,47,X-linked agammaglobulinemia,Point prevalence,N/A
Clinical subtype,47,X-linked agammaglobulinemia,Point prevalence,N/A
Clinical subtype,47,X-linked agammaglobulinemia,Point prevalence,N/A
Clinical subtype,47,X-linked agammaglobulinemia,Point prevalence,N/A
Clinical subtype,47,X-linked agammaglobulinemia,Point prevalence,N/A
Clinical subtype,47,X-linked agammaglobulinemia,Point prevalence,N/A
Clinical subtype,47,X-linked agammaglobulinemia,Point prevalence,N/A
Clinical subtype,47,X-linked agammaglobulinemia,Prevalence at birth,N/A
Clinical subtype,47,X-linked agammaglobulinemia,Point prevalence,N/A
Clinical subtype,47,X-linked agammaglobulinemia,Point prevalence,N/A
Disease,580,Mucopolysaccharidosis type 2,Prevalence at birth,N/A
Disease,580,Mucopolysaccharidosis type 2,Prevalence at birth,N/A
Disease,580,Mucopolysaccharidosis type 2,Point prevalence,N/A
Disease,580,Mucopolysaccharidosis type 2,Prevalence at birth,N/A
Disease,580,Mucopolysaccharidosis type 2,Prevalence at birth,N/A
Disease,580,Mucopolysaccharidosis type 2,Prevalence at birth,N/A
Disease,580,Mucopolysaccharidosis type 2,Prevalence at birth,N/A
Disease,580,Mucopolysaccharidosis type 2,Prevalence at birth,N/A
Disease,580,Mucopolysaccharidosis type 2,Prevalence at birth,N/A
Disease,580,Mucopolysaccharidosis type 2,Point prevalence,N/A
Disease,580,Mucopolysaccharidosis type 2,Prevalence at birth,N/A
Disease,580,Mucopolysaccharidosis type 2,Prevalence at birth,N/A
Disease,580,Mucopolysaccharidosis type 2,Prevalence at birth,N/A
Disease,580,Mucopolysaccharidosis type 2,Prevalence at birth,N/A
Disease,580,Mucopolysaccharidosis type 2,Point prevalence,N/A
Disease,580,Mucopolysaccharidosis type 2,Prevalence at birth,N/A
Disease,580,Mucopolysaccharidosis type 2,Point prevalence,N/A
Disease,580,Mucopolysaccharidosis type 2,Prevalence at birth,N/A
Disease,580,Mucopolysaccharidosis type 2,Prevalence at birth,N/A
Disease,580,Mucopolysaccharidosis type 2,Prevalence at birth,N/A
Disease,580,Mucopolysaccharidosis type 2,Prevalence at birth,N/A
Disease,580,Mucopolysaccharidosis type 2,Prevalence at birth,N/A
Disease,580,Mucopolysaccharidosis type 2,Prevalence at birth,N/A
Disease,580,Mucopolysaccharidosis type 2,Prevalence at birth,N/A
